length,rapidfuzz,fuzzywuzzy
451,3.58466530014994E-05,0.000254471936001
453,3.59760700084735E-05,0.000256552858002
455,3.622064999945E-05,0.000261517631996
457,3.62471959961113E-05,0.000255778186998
459,3.67510699870763E-05,0.000258971224001
461,3.6933757000952E-05,0.000260141063001
463,3.71006579953246E-05,0.000261924708
465,3.73876920057228E-05,0.000267754127999
467,3.77015569974901E-05,0.000268748661998
469,3.75653640076052E-05,0.000270029427003
471,3.79368989961222E-05,0.000270829999004
473,3.84915269969497E-05,0.000270681159993
475,3.8745083991671E-05,0.000274137041008
477,3.88068209867924E-05,0.000274906927996
479,3.91360380017431E-05,0.000275839123002
481,3.93228839966469E-05,0.000276469806995
483,3.96342309977626E-05,0.000277454022988
485,3.98807040037354E-05,0.000278643993006
487,4.03201930021169E-05,0.000281160708008
489,4.04211020068033E-05,0.000281300913994
491,4.0605180998682E-05,0.000282282380009
493,4.07534310070332E-05,0.000284835044004
495,4.10838730022078E-05,0.000285673891005
497,4.12263239995809E-05,0.000287146097995
499,4.13720130018191E-05,0.000288051593001
501,4.17035719874548E-05,0.000290080958002
503,4.17923830100335E-05,0.000291410767008
505,4.2249506994267E-05,0.00029343102999
507,4.25055559899192E-05,0.00029523524399
509,4.28532200021436E-05,0.000295910503002
511,4.30176930094603E-05,0.000297807875002
